Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;2;0;536.0;2012-01-23 16:12:00;972;1;0;16;552.0;552.0;2;35
Cable Head;missing;250;Case178;regular;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;9.0;2012-01-23 16:18:00;978;1;0;16;4524.0;30928.0;14;35
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;17;0;554.0;2012-01-23 16:20:00;980;1;0;16;571.0;25948.0;19;35
Ballnut;missing;12;Case27;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;16.0;2012-01-23 17:13:00;1033;1;0;17;1142.0;7162.0;12;35
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;3;0;64.0;2012-01-23 17:17:00;1037;1;0;17;65.0;617.0;3;35
Cable Head;missing;185;Case225;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;20;0;75.0;2012-01-23 17:38:00;1058;1;0;17;78.0;26026.0;20;35
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;0;0;633.0;2012-01-23 17:43:00;1063;1;0;17;6853.0;10291.0;5;35
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;27.0;2012-01-23 17:45:00;1065;1;0;17;28.0;645.0;4;35
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;8;0;99.0;2012-01-23 17:48:00;1068;1;0;17;97.0;208.0;4;35
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;15;0;244.0;2012-01-23 20:13:00;1213;1;0;20;247.0;8082.0;32;35
Plug;missing;13;Case23;deviant;other;ID4167;D;Machine 5 - Turning & Milling;13;0;243.0;2012-01-23 20:13:00;1213;1;0;20;581.0;581.0;2;35
Drill;missing;325;Case259;deviant;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;1;0;92.0;2012-01-23 21:48:00;1308;1;0;21;834.0;9048.0;17;35
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;62.0;2012-01-23 22:18:00;1338;1;0;22;461.0;16103.0;14;35
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4872;D;Machine 2 - Round Grinding;22;0;433.0;2012-01-23 23:33:00;1413;1;0;23;355.0;26381.0;21;35
Clamp;missing;150;Case163;deviant;Packing;ID4491;D;Packing;8;0;60.0;2012-01-24 01:00:00;60;1;1;1;2505.0;21600.0;6;34
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;75.0;2012-01-24 01:15:00;75;1;1;1;0.0;8384.0;33;34
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;75.0;2012-01-24 01:15:00;75;1;1;1;0.0;8384.0;34;34
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;75.0;2012-01-24 01:15:00;75;1;1;1;302.0;8384.0;35;34
Plug;missing;13;Case23;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;0;0;327.0;2012-01-24 02:10:00;130;1;1;2;357.0;938.0;3;33
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;360.0;2012-01-24 05:00:00;300;1;1;5;675.0;1320.0;5;32
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID4529;D;Machine 8 - Turning & Milling;6;0;110.0;2012-01-24 06:27:00;387;1;1;6;759.0;967.0;5;32
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;27;0;610.0;2012-01-24 06:28:00;388;1;1;6;313.0;8697.0;36;32
Drill;missing;325;Case259;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;20;0;559.0;2012-01-24 07:08:00;428;1;1;7;560.0;9608.0;18;32
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;2;0;13.0;2012-01-24 07:17:00;437;1;1;7;0.0;0.0;1;33
Ballnut;Y;315;Case260;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;83;0;30.0;2012-01-24 07:20:00;440;1;1;7;917.0;21650.0;11;33
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;17;0;100.0;2012-01-24 08:40:00;520;1;1;8;132.0;8829.0;37;33
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;17;0;110.0;2012-01-24 08:40:00;520;1;1;8;622.0;16725.0;15;33
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;137.0;2012-01-24 09:35:00;575;1;1;9;138.0;138.0;2;33
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4618;D;Machine 6 - Turning & Milling;0;0;148.0;2012-01-24 09:48:00;588;1;1;9;13.0;151.0;3;33
Drill;missing;325;Case259;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;185;0;1.0;2012-01-24 10:32:00;632;1;1;10;204.0;9812.0;19;32
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;10;0;231.0;2012-01-24 10:51:00;651;1;1;10;131.0;8960.0;38;32
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;B;Machine 4 - Turning & Milling;0;0;1.0;2012-01-24 10:52:00;652;1;1;10;1.0;8961.0;39;32
Ballnut;missing;12;Case269;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;12;0;0.0;2012-01-24 11:24:00;684;1;1;11;17444.0;21234.0;11;32
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;302.0;2012-01-24 12:30:00;750;1;1;12;0.0;0.0;1;33
Ballnut;missing;12;Case269;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;75.0;2012-01-24 12:39:00;759;1;1;12;75.0;21309.0;12;33
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;0;0;230.0;2012-01-24 12:50:00;770;1;1;12;118.0;9079.0;40;33
Ballnut;missing;12;Case27;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;192.0;2012-01-24 13:00:00;780;1;1;13;1187.0;8349.0;13;33
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;23;0;470.0;2012-01-24 14:50:00;890;1;1;14;370.0;17095.0;16;33
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;21;0;100.0;2012-01-24 15:00:00;900;1;1;15;130.0;9209.0;41;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;1;0;476.0;2012-01-24 15:10:00;910;1;1;15;1287.0;11578.0;6;33
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;59;0;20.0;2012-01-24 15:20:00;920;1;1;15;20.0;9229.0;42;33
Housing;missing;400;Case32;deviant;Turning & Milling - Machine 5;ID4794;S;Machine 5 - Turning & Milling;0;0;233.0;2012-01-24 15:45:00;945;1;1;15;0.0;0.0;1;34
Cable Head;missing;200;Case187;deviant;Final Inspection Q.C.;ID4493;D;Quality Check 1;0;0;361.0;2012-01-24 15:52:00;952;1;1;15;1431.0;32062.0;20;34
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;4;0;93.0;2012-01-24 15:58:00;958;1;1;15;38.0;9267.0;43;34
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;15;0;481.0;2012-01-24 16:04:00;964;1;1;16;577.0;1544.0;6;34
Spur Gear;missing;100;Case11;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;77;0;85.0;2012-01-24 16:06:00;966;1;1;16;1841.0;12506.0;18;34
Punch Holder;missing;350;Case267;deviant;Wire Cut - Machine 13;ID3767;D;Wire Cut - Machine 13;40;0;480.0;2012-01-24 17:00:00;1020;1;1;17;3000.0;27302.0;32;34
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;287.0;2012-01-24 17:09:00;1029;1;1;17;7288.0;7483.0;3;34
Ballnut;missing;16;Case239;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;16;0;13.0;2012-01-24 17:14:00;1034;1;1;17;1585.0;13596.0;8;34
Cable Head;missing;5;Case245;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;5;0;8.0;2012-01-24 17:23:00;1043;1;1;17;1960.0;7246.0;9;34
Flange Bolt;missing;13;Case235;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;163.0;2012-01-24 18:03:00;1083;1;1;18;173.0;11751.0;7;34
Cable Head;missing;250;Case178;regular;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;121.0;2012-01-24 18:07:00;1087;1;1;18;1549.0;32477.0;15;34
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;20;0;360.0;2012-01-24 20:48:00;1248;1;1;20;290.0;9557.0;44;34
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;16;0;650.0;2012-01-24 21:30:00;1290;1;1;21;400.0;17495.0;17;34
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;30.0;2012-01-24 22:00:00;1320;1;1;22;1995.0;13434.0;13;34
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;85;0;150.0;2012-01-24 22:30:00;1350;1;1;22;60.0;17555.0;18;34
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;15;0;75.0;2012-01-24 23:15:00;1395;1;1;23;75.0;13509.0;14;34
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;148.0;2012-01-24 23:26:00;1406;1;1;23;656.0;656.0;2;34
Spur Gear;missing;100;Case11;deviant;Packing;ID4820;D;Packing;97;0;60.0;2012-01-25 01:00:00;60;1;2;1;534.0;13040.0;19;34
Cable Head;missing;200;Case187;deviant;Packing;ID4820;D;Packing;60;0;60.0;2012-01-25 01:00:00;60;1;2;1;548.0;32610.0;21;34
Ballnut;missing;12;Case27;regular;Packing;ID4820;D;Packing;12;0;60.0;2012-01-25 01:00:00;60;1;2;1;720.0;9069.0;14;34
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;517.0;2012-01-25 04:45:00;285;1;2;4;696.0;8179.0;4;34
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;28;0;393.0;2012-01-25 06:27:00;387;1;2;6;579.0;10136.0;45;34
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;7;0;101.0;2012-01-25 06:27:00;387;1;2;6;102.0;8281.0;5;34
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;16;0;420.0;2012-01-25 06:27:00;387;1;2;6;421.0;1077.0;3;34
Ballnut;missing;12;Case252;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;27.0;2012-01-25 07:17:00;437;1;2;7;1289.0;1440.0;4;34
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;3;0;20.0;2012-01-25 07:29:00;449;1;2;7;62.0;1139.0;4;33
Ballnut;missing;30;Case223;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;30;0;100.0;2012-01-25 08:40:00;520;1;2;8;996.0;2540.0;7;33
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;5;0;145.0;2012-01-25 09:20:00;560;1;2;9;173.0;8454.0;6;33
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;16;0;150.0;2012-01-25 09:30:00;570;1;2;9;615.0;14124.0;15;33
Ballnut;missing;12;Case27;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;12;0;158.0;2012-01-25 10:55:00;655;1;2;10;595.0;9664.0;15;32
Spur Gear;missing;251;Case10;deviant;Laser Marking - Machine 7;ID4794;D;Machine 7- Laser Marking;40;0;86.0;2012-01-25 10:57:00;657;1;2;10;2911.0;11512.0;17;32
Spur Gear;missing;20;Case41;regular;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;225.0;2012-01-25 11:15:00;675;1;2;11;0.0;0.0;1;33
Cable Head;missing;200;Case187;deviant;Final Inspection Q.C.;ID4493;D;Quality Check 1;60;0;120.0;2012-01-25 12:01:00;721;1;2;12;661.0;33271.0;22;33
Ballnut;missing;16;Case239;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;16;0;61.0;2012-01-25 12:12:00;732;1;2;12;1138.0;14734.0;9;33
Spur Gear;missing;20;Case41;regular;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;64.0;2012-01-25 12:20:00;740;1;2;12;65.0;65.0;2;33
Ballnut;missing;24;Case229;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;24;0;25.0;2012-01-25 12:38:00;758;1;2;12;2941.0;4308.0;6;33
Spur Gear;missing;251;Case10;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;160;0;114.0;2012-01-25 12:54:00;774;1;2;12;117.0;11629.0;18;33
Spur Gear;missing;251;Case10;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;51;0;47.0;2012-01-25 14:09:00;849;1;2;14;75.0;11704.0;19;32
Spur Gear;missing;100;Case11;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;97;0;178.0;2012-01-25 14:09:00;849;1;2;14;789.0;13829.0;20;32
Spur Gear;missing;20;Case41;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;183.0;2012-01-25 14:20:00;860;1;2;14;120.0;185.0;3;32
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;45;0;1.0;2012-01-25 14:50:00;890;1;2;14;503.0;10639.0;46;32
Ballnut;missing;24;Case229;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;24;0;131.0;2012-01-25 14:50:00;890;1;2;14;132.0;4440.0;7;32
Punch Holder;missing;350;Case267;deviant;Wire Cut - Machine 13;ID3767;D;Wire Cut - Machine 13;35;0;420.0;2012-01-25 15:00:00;900;1;2;15;1320.0;28622.0;33;32
Ballnut;missing;24;Case229;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;38.0;2012-01-25 15:22:00;922;1;2;15;32.0;4472.0;8;32
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;1;0;397.0;2012-01-25 15:44:00;944;1;2;15;1301.0;13052.0;8;32
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;45;0;26.0;2012-01-25 15:47:00;947;1;2;15;57.0;10696.0;47;32
Spur Gear;missing;20;Case41;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;9;0;214.0;2012-01-25 15:55:00;955;1;2;15;95.0;280.0;4;32
Cutting Wheel;missing;21;Case206;deviant;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;0;0;60.0;2012-01-25 16:00:00;960;1;2;16;3780.0;24533.0;9;32
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;34;0;542.0;2012-01-25 16:05:00;965;1;2;16;18.0;10714.0;48;32
other;missing;35;Case268;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;1;0;530.0;2012-01-25 16:48:00;1008;1;2;16;0.0;0.0;1;33
Cutting Wheel;missing;21;Case206;deviant;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;5;0;105.0;2012-01-25 17:45:00;1065;1;2;17;105.0;24638.0;10;33
other;missing;35;Case268;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;72.0;2012-01-25 18:00:00;1080;1;2;18;72.0;72.0;2;33
Ballnut;missing;12;Case269;regular;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;150.0;2012-01-25 18:00:00;1080;1;2;18;1761.0;23070.0;13;33
Housing;missing;400;Case32;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;519.0;2012-01-25 18:00:00;1080;1;2;18;1575.0;1575.0;2;33
Ballnut;missing;16;Case239;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;221.0;2012-01-25 18:02:00;1082;1;2;18;350.0;15084.0;10;33
other;missing;35;Case268;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;60.0;2012-01-25 18:02:00;1082;1;2;18;2.0;74.0;3;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;16;0;262.0;2012-01-25 20:22:00;1222;1;2;20;257.0;10971.0;49;33
Cable Head;missing;250;Case178;regular;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;317.0;2012-01-25 21:27:00;1287;1;2;21;1640.0;34117.0;16;33
Ballnut;missing;12;Case269;regular;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;12;0;358.0;2012-01-25 23:48:00;1428;1;2;23;348.0;23418.0;14;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;0;0;77.0;2012-01-26 00:03:00;3;1;3;0;499.0;13551.0;9;33
Spur Gear;missing;20;Case41;regular;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;10;0;254.0;2012-01-26 00:04:00;4;1;3;0;489.0;769.0;5;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;3;0;388.0;2012-01-26 06:32:00;392;1;3;6;389.0;13940.0;10;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;38;0;619.0;2012-01-26 06:43:00;403;1;3;6;621.0;11592.0;50;33
Housing;missing;400;Case32;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;0;0;646.0;2012-01-26 06:44:00;404;1;3;6;764.0;2339.0;3;33
Spur Gear;missing;69;Case12;regular;Turning - Machine 9;ID4641;S;Machine 9 - Turning & Milling;0;0;262.0;2012-01-26 07:00:00;420;1;3;7;0.0;0.0;1;34
Cutting Wheel;missing;21;Case206;deviant;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;6;0;100.0;2012-01-26 08:30:00;510;1;3;8;885.0;25523.0;11;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;100.0;2012-01-26 08:40:00;520;1;3;8;128.0;14068.0;11;33
other;missing;35;Case268;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;65.0;2012-01-26 09:20:00;560;1;3;9;918.0;992.0;4;33
Ballnut;missing;12;Case269;regular;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;0;0;56.0;2012-01-26 09:31:00;571;1;3;9;583.0;24001.0;15;33
Cable Head;Y;17;Case185;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;7;0;120.0;2012-01-26 10:00:00;600;1;3;10;25703.0;33645.0;9;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;60.0;2012-01-26 10:00:00;600;1;3;10;80.0;14148.0;12;33
Spur Gear;missing;69;Case12;regular;Turning - Machine 9;ID4132;S;Machine 9 - Turning & Milling;1;0;112.0;2012-01-26 10:09:00;609;1;3;10;189.0;189.0;2;33
Ballnut;missing;12;Case269;regular;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;12;0;79.0;2012-01-26 10:51:00;651;1;3;10;80.0;24081.0;16;33
other;missing;35;Case268;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;248.0;2012-01-26 11:34:00;694;1;3;11;134.0;1126.0;5;33
Spur Gear;missing;69;Case12;regular;Turning Q.C.;ID4618;D;Quality Check 1;0;0;46.0;2012-01-26 11:57:00;717;1;3;11;108.0;297.0;3;33
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;0;0;170.0;2012-01-26 12:50:00;770;1;3;12;367.0;11959.0;51;33
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;10;0;413.0;2012-01-26 13:55:00;835;1;3;13;1838.0;3278.0;5;33
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;0;0;40.0;2012-01-26 14:00:00;840;1;3;14;70.0;12029.0;52;33
Cable Head;missing;185;Case225;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;0;0;238.0;2012-01-26 14:50:00;890;1;3;14;3797.0;30178.0;22;33
Ballnut;missing;12;Case252;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;12;0;2.0;2012-01-26 15:20:00;920;1;3;15;85.0;3363.0;6;33
Cable Head;missing;185;Case225;deviant;other;other;D;other;10;0;300.0;2012-01-26 15:30:00;930;1;3;15;40.0;30218.0;23;33
Punch Holder;missing;350;Case267;deviant;Wire Cut - Machine 13;other;D;Wire Cut - Machine 13;40;0;450.0;2012-01-26 15:30:00;930;1;3;15;1470.0;30092.0;34;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;3;0;336.0;2012-01-26 15:46:00;946;1;3;15;346.0;14494.0;13;33
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;54;0;455.0;2012-01-26 15:56:00;956;1;3;15;1826.0;15950.0;16;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;34;0;557.0;2012-01-26 16:01:00;961;1;3;16;121.0;12150.0;53;33
other;missing;35;Case268;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;16;0;266.0;2012-01-26 16:01:00;961;1;3;16;267.0;1393.0;6;33
Ballnut;Y;315;Case260;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;128.0;2012-01-26 16:03:00;963;1;3;16;3403.0;25053.0;12;33
Housing;missing;400;Case32;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;3;0;532.0;2012-01-26 16:16:00;976;1;3;16;572.0;2911.0;4;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;3;0;60.0;2012-01-26 16:38:00;998;1;3;16;0.0;12187.0;54;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 5;ID4167;D;Machine 5 - Turning & Milling;0;0;1.0;2012-01-26 16:38:00;998;1;3;16;37.0;12187.0;55;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;90.0;2012-01-26 18:00:00;1080;1;3;18;134.0;14628.0;14;33
Spur Gear;missing;69;Case12;regular;Turning - Machine 9;ID4132;D;Machine 9 - Turning & Milling;7;0;509.0;2012-01-26 20:29:00;1229;1;3;20;512.0;809.0;4;33
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID4355;D;Machine 3 - Round Grinding;60;0;438.0;2012-01-26 23:24:00;1404;1;3;23;448.0;16398.0;17;33
other;missing;35;Case268;deviant;Turning & Milling - Machine 8;ID4872;D;Machine 8 - Turning & Milling;11;0;317.0;2012-01-26 23:35:00;1415;1;3;23;454.0;1847.0;7;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 5;ID4167;D;Machine 5 - Turning & Milling;28;0;425.0;2012-01-26 23:44:00;1424;1;3;23;426.0;12613.0;56;33
Housing;missing;400;Case32;deviant;Turning & Milling - Machine 5;ID4167;S;Machine 5 - Turning & Milling;1;0;425.0;2012-01-26 23:45:00;1425;1;3;23;449.0;3360.0;5;33
Punch Holder;missing;350;Case267;deviant;Wire Cut - Machine 13;ID3767;D;Wire Cut - Machine 13;45;0;480.0;2012-01-27 00:00:00;0;1;4;0;510.0;30602.0;35;33
Ballnut;Y;315;Case260;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;1;0;324.0;2012-01-27 01:44:00;104;1;4;1;581.0;25634.0;13;33
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;1.0;2012-01-27 01:45:00;105;1;4;1;121.0;12734.0;57;33
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;4;0;543.0;2012-01-27 05:36:00;336;1;4;5;696.0;15324.0;15;33
Spur Gear;missing;69;Case12;regular;Turning - Machine 9;ID4641;D;Machine 9 - Turning & Milling;14;0;587.0;2012-01-27 06:18:00;378;1;4;6;589.0;1398.0;5;33
